,templates
5383,"['filter', 'skinthickness', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5384,"['filter', 'bloodpressure', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5385,"['filter', 'diabetespedigreefunction', 'not', 'equal', 'to', 'and', 'explain', 'features', '[e]']"
5386,"['filter', 'insulin', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5387,"['filter', 'skinthickness', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5388,"['filter', 'skinthickness', 'greater', 'than', 'and', 'filter', 'age', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5389,"['filter', 'bloodpressure', 'not', 'equal', 'to', 'and', 'explain', 'features', '[e]']"
5390,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5391,"['filter', 'bloodpressure', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5392,"['filter', 'bloodpressure', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5393,"['filter', 'skinthickness', 'not', 'equal', 'to', 'and', 'explain', 'features', '[e]']"
5394,"['filter', 'age', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5395,"['filter', 'bmi', 'greater', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5396,"['filter', 'age', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5397,"['filter', 'bmi', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5398,"['filter', 'bloodpressure', 'not', 'equal', 'to', 'and', 'explain', 'features', '[e]']"
5399,"['filter', 'pregnancies', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5400,"['filter', 'skinthickness', 'greater', 'than', 'and', 'filter', 'age', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5401,"['filter', 'age', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5402,"['filter', 'insulin', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5403,"['filter', 'insulin', 'greater', 'than', 'and', 'filter', 'bmi', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5404,"['filter', 'skinthickness', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5405,"['filter', 'skinthickness', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5406,"['filter', 'skinthickness', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5407,"['filter', 'skinthickness', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5408,"['filter', 'insulin', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5409,"['filter', 'glucose', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5410,"['filter', 'age', 'not', 'equal', 'to', 'and', 'explain', 'features', '[e]']"
5411,"['filter', 'skinthickness', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5412,"['filter', 'bmi', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5413,"['filter', 'bmi', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5414,"['filter', 'age', 'greater', 'than', 'and', 'filter', 'bloodpressure', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5415,"['predictionfilter', 'and', 'labelfilter', 'and', 'explain', 'features', '[e]']"
5416,"['filter', 'diabetespedigreefunction', 'not', 'equal', 'to', 'and', 'explain', 'features', '[e]']"
5417,"['filter', 'bloodpressure', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5418,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5419,"['filter', 'diabetespedigreefunction', 'not', 'equal', 'to', 'and', 'explain', 'features', '[e]']"
5420,"['filter', 'pregnancies', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5421,"['filter', 'pregnancies', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5422,"['filter', 'skinthickness', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5423,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'filter', 'bmi', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5424,"['filter', 'bmi', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5425,"['filter', 'bmi', 'not', 'equal', 'to', 'and', 'explain', 'features', '[e]']"
5426,"['filter', 'skinthickness', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5427,"['filter', 'glucose', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5428,"['filter', 'glucose', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5429,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5430,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5431,"['filter', 'bmi', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5432,"['filter', 'insulin', 'greater', 'than', 'and', 'filter', 'pregnancies', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5433,"['filter', 'bloodpressure', 'greater', 'than', 'and', 'filter', 'age', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5434,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5435,"['filter', 'pregnancies', 'equal', 'to', 'and', 'explain', 'features', '[e]']"
5436,"['filter', 'skinthickness', 'not', 'equal', 'to', 'and', 'explain', 'features', '[e]']"
5437,"['filter', 'bloodpressure', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5438,"['predictionfilter', 'and', 'explain', 'features', '[e]']"
5439,"['filter', 'pregnancies', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5440,"['filter', 'glucose', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5441,"['filter', 'age', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5442,"['filter', 'skinthickness', 'greater', 'than', 'and', 'filter', 'bloodpressure', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5443,"['filter', 'pregnancies', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5444,"['filter', 'bloodpressure', 'greater', 'than', 'and', 'filter', 'insulin', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5445,"['filter', 'pregnancies', 'not', 'equal', 'to', 'and', 'explain', 'features', '[e]']"
5446,"['filter', 'age', 'greater', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5447,"['filter', 'insulin', 'greater', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5448,"['filter', 'insulin', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5449,"['filter', 'bmi', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5450,"['filter', 'insulin', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5451,"['filter', 'diabetespedigreefunction', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5452,"['filter', 'diabetespedigreefunction', 'greater', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5453,"['filter', 'age', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5454,"['labelfilter', 'and', 'predictionfilter', 'and', 'explain', 'features', '[e]']"
5455,"['filter', 'bmi', 'not', 'equal', 'to', 'and', 'explain', 'features', '[e]']"
5456,"['labelfilter', 'and', 'predictionfilter', 'and', 'explain', 'features', '[e]']"
5457,"['filter', 'glucose', 'not', 'equal', 'to', 'and', 'explain', 'features', '[e]']"
5458,"['filter', 'bloodpressure', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5459,"['filter', 'bloodpressure', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5460,"['filter', 'glucose', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5461,"['filter', 'glucose', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5462,"['filter', 'bmi', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5463,"['filter', 'insulin', 'greater', 'than', 'and', 'filter', 'pregnancies', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5464,"['filter', 'bloodpressure', 'greater', 'than', 'and', 'filter', 'age', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5465,"['filter', 'skinthickness', 'not', 'equal', 'to', 'and', 'explain', 'features', '[e]']"
5466,"['filter', 'bmi', 'equal', 'to', 'and', 'explain', 'features', '[e]']"
5467,"['filter', 'skinthickness', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5468,"['filter', 'glucose', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5469,"['filter', 'bloodpressure', 'greater', 'than', 'and', 'filter', 'diabetespedigreefunction', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5470,"['filter', 'skinthickness', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5471,"['filter', 'skinthickness', 'greater', 'than', 'and', 'filter', 'age', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5472,"['filter', 'insulin', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5473,"['filter', 'diabetespedigreefunction', 'not', 'equal', 'to', 'and', 'explain', 'features', '[e]']"
5474,"['filter', 'bmi', 'greater', 'than', 'and', 'filter', 'insulin', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5475,"['filter', 'skinthickness', 'equal', 'to', 'and', 'explain', 'features', '[e]']"
5476,"['filter', 'diabetespedigreefunction', 'greater', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5477,"['filter', 'diabetespedigreefunction', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5478,"['filter', 'bmi', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5479,"['filter', 'age', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5480,"['filter', 'glucose', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5481,"['filter', 'bmi', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5482,"['filter', 'age', 'greater', 'than', 'and', 'filter', 'pregnancies', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5483,"['filter', 'bmi', 'greater', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5484,"['filter', 'bloodpressure', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5485,"['filter', 'id', 'and', 'filter', 'id', 'and', 'explain', 'features', '[e]']"
5486,"['predictionfilter', 'and', 'labelfilter', 'unlikely', 'to', 'have', 'diabetes', 'and', 'explain', 'features', '[e]']"
5487,"['filter', 'skinthickness', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5488,"['filter', 'glucose', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5489,"['filter', 'skinthickness', 'greater', 'than', 'and', 'filter', 'bmi', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5490,"['filter', 'skinthickness', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5491,"['filter', 'glucose', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5492,"['predictionfilter', 'and', 'labelfilter', 'and', 'explain', 'features', '[e]']"
5493,"['filter', 'bmi', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5494,"['filter', 'age', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5495,"['predictionfilter', 'and', 'labelfilter', 'and', 'explain', 'features', '[e]']"
5496,"['filter', 'glucose', 'greater', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5497,"['filter', 'glucose', 'not', 'equal', 'to', 'and', 'explain', 'features', '[e]']"
5498,"['filter', 'glucose', 'greater', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5499,"['filter', 'bloodpressure', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5500,"['filter', 'bmi', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5501,"['filter', 'glucose', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5502,"['filter', 'glucose', 'greater', 'than', 'and', 'filter', 'pregnancies', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5503,"['filter', 'bloodpressure', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5504,"['filter', 'glucose', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5505,"['filter', 'diabetespedigreefunction', 'greater', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5506,"['filter', 'insulin', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5507,"['filter', 'age', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5508,"['filter', 'glucose', 'greater', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5509,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5510,"['filter', 'bmi', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5511,"['filter', 'insulin', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5512,"['filter', 'insulin', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5513,"['filter', 'bmi', 'greater', 'than', 'and', 'filter', 'diabetespedigreefunction', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5514,"['filter', 'bmi', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5515,"['filter', 'age', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5516,"['filter', 'diabetespedigreefunction', 'not', 'equal', 'to', 'and', 'explain', 'features', '[e]']"
5517,"['filter', 'diabetespedigreefunction', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5518,"['filter', 'age', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5519,"['filter', 'age', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5520,"['predictionfilter', 'and', 'labelfilter', 'and', 'explain', 'features', '[e]']"
5521,"['filter', 'diabetespedigreefunction', 'greater', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5522,"['filter', 'bmi', 'greater', 'than', 'and', 'filter', 'diabetespedigreefunction', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5523,"['filter', 'bmi', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5524,"['filter', 'age', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5525,"['filter', 'pregnancies', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5526,"['filter', 'skinthickness', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5527,"['filter', 'pregnancies', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5528,"['filter', 'skinthickness', 'not', 'equal', 'to', 'and', 'explain', 'features', '[e]']"
5529,"['filter', 'insulin', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5530,"['predictionfilter', 'and', 'labelfilter', 'and', 'explain', 'features', '[e]']"
5531,"['filter', 'diabetespedigreefunction', 'equal', 'to', 'and', 'explain', 'features', '[e]']"
5532,"['filter', 'bmi', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5533,"['filter', 'glucose', 'greater', 'than', 'and', 'filter', 'insulin', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5534,"['filter', 'age', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5535,"['filter', 'bmi', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5536,"['filter', 'bloodpressure', 'greater', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5537,"['predictionfilter', 'and', 'labelfilter', 'and', 'explain', 'features', '[e]']"
5538,"['filter', 'glucose', 'greater', 'than', 'and', 'filter', 'diabetespedigreefunction', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5539,"['filter', 'age', 'greater', 'than', 'and', 'filter', 'diabetespedigreefunction', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5540,"['filter', 'skinthickness', 'greater', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5541,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5542,"['filter', 'diabetespedigreefunction', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5543,"['filter', 'pregnancies', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5544,"['filter', 'age', 'greater', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5545,"['filter', 'insulin', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5546,"['labelfilter', 'and', 'predictionfilter', 'and', 'explain', 'features', '[e]']"
5547,"['filter', 'pregnancies', 'greater', 'than', 'and', 'filter', 'insulin', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5548,"['filter', 'age', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5549,"['filter', 'insulin', 'not', 'equal', 'to', 'and', 'explain', 'features', '[e]']"
5550,"['filter', 'insulin', 'equal', 'to', 'and', 'explain', 'features', '[e]']"
5551,"['filter', 'insulin', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5552,"['filter', 'age', 'greater', 'than', 'and', 'filter', 'diabetespedigreefunction', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5553,"['filter', 'skinthickness', 'greater', 'than', 'and', 'filter', 'bmi', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5554,"['filter', 'bloodpressure', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5555,"['filter', 'age', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5556,"['filter', 'bmi', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5557,"['filter', 'bmi', 'less', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5558,"['filter', 'bloodpressure', 'greater', 'equal', 'than', 'and', 'explain', 'features', '[e]']"
5559,"['filter', 'bloodpressure', 'greater', 'than', 'and', 'filter', 'insulin', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5560,"['filter', 'pregnancies', 'greater', 'than', 'and', 'filter', 'insulin', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5561,"['filter', 'insulin', 'greater', 'than', 'and', 'explain', 'features', '[e]']"
5562,"['filter', 'insulin', 'not', 'equal', 'to', 'and', 'explain', 'features', '[e]']"
5563,"['filter', 'age', 'greater', 'than', 'and', 'filter', 'glucose', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5564,"['filter', 'bloodpressure', 'greater', 'than', 'and', 'filter', 'insulin', 'less', 'than', 'and', 'explain', 'features', '[e]']"
5565,"['filter', 'glucose', 'less', 'than', 'and', 'explain', 'features', '[e]']"
